id,number,title,body,state,created_at,updated_at,closed_at,labels,comments_count,author,assignees,milestone,category,tech_context,error_patterns,has_solution,is_recent,engagement_score
3207534948,62237,lightning: integration test was broken due to permission lacking,"## Bug Report

Please answer these questions before submitting your issue. Thanks!

### 1. Minimal reproduce step (Required)

Run `release-7.5` integration test.

### 2. What did you expect to see? (Required)

It should success.

### 3. What did you see instead (Required)

```
+ check_lightning_log_contains 'Experiencing a wait timeout while writing to tikv'

/home/jenkins/agent/workspace/pingcap/tidb/release-7.5/periodics_br_integration_test/tidb/br/tests/lightning_write_timeout/run.sh: line 48: /home/jenkins/agent/workspace/pingcap/tidb/release-7.5/periodics_br_integration_test/tidb/br/tests/_utils/check_lightning_log_contains: Permission denied

script returned exit code 1
```

### 4. What is your TiDB version? (Required)

release-7.5
",open,2025-07-07T04:50:07Z,2025-07-07T04:50:07Z,,"['type/bug', 'component/lightning']",0,YuJuncen,[],,bug,"['backup', 'tikv']",['permission denied'],False,True,2
3205887413,62230,an error when run test  ./run-tests.sh: line 332: kill: (86298) - No such process,"## Enhancement

we can drop this

# github.com/pingcap/tidb/cmd/tidb-server
building mysql-tester binary: ./mysql_tester
start tidb-server, log file: ./integration-test.out
tidb-server(PID: 95300) started
record result for case: ""executor/issues""
./t/executor/issues.test: ok! 465 test cases passed, take time 5.830736958 s

Great, All tests passed
",closed,2025-07-06T01:25:42Z,2025-07-07T04:00:28Z,2025-07-07T04:00:28Z,['type/enhancement'],0,yihong0618,[],,enhancement,['mysql'],[],False,True,1
3207432068,62236,Call `Close` of child executor in a way similiar `defer`,"## Enhancement

In the `Close` function of the executor, once somewhere there is panic. The `Close` of the child executor may not be called. So we need a way to ensure that `Close` of the child executor must be called no matter if there is a panic.",open,2025-07-07T03:33:46Z,2025-07-07T03:33:46Z,,['type/enhancement'],0,xzhangxian1008,[],,enhancement,[],[],False,True,1
2754475392,58447,"Multiple digests being generated based on variation in number of elements in ""IN"" clause on binary column for semantically similar query","## Bug Report

Please answer these questions before submitting your issue. Thanks!

### 1. Minimal reproduce step (Required)

``` 
MySQL [(none)]> use test;
Database changed
MySQL [test]> select version();
+---------------------+
| version()           |
+---------------------+
| 5.7.25-TiDB-v6.5.11 |
+---------------------+
1 row in set (0.00 sec)

MySQL [test]> CREATE TABLE test_binary(a binary(4));
Query OK, 0 rows affected (0.12 sec)

MySQL [test]> select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd');
Empty set (0.01 sec)

MySQL [test]> select s.DIGEST ,s.DIGEST_TEXT , s.QUERY_SAMPLE_TEXT , s.EXEC_COUNT , s.PLAN_DIGEST from information_schema.statements_summary s where s.DIGEST_TEXT like '%select%test_binary%'; 
+------------------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------------------------------+------------+------------------------------------------------------------------+
| DIGEST                                                           | DIGEST_TEXT                                               | QUERY_SAMPLE_TEXT                                                     | EXEC_COUNT | PLAN_DIGEST                                                      |
+------------------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------------------------------+------------+------------------------------------------------------------------+
| cf7c329dfd3568dd8c79aeb783471fbef8204996f9ef5287ecfa81234d5ce8a6 | select * from `test_binary` where `a` in ( (_charset) ? ) | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd') |          1 | b71103cdbdd6de5ddfabb01a15604a9888fb246c09a1cf26f3e7d98a74fd14ac |
+------------------------------------------------------------------+-----------------------------------------------------------+-----------------------------------------------------------------------+------------+------------------------------------------------------------------+
1 row in set (0.00 sec)

MySQL [test]> select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd', _binary 'A\ufffd\ufffd\uffed');
Empty set (0.00 sec)

MySQL [test]> select s.DIGEST ,s.DIGEST_TEXT , s.QUERY_SAMPLE_TEXT , s.EXEC_COUNT , s.PLAN_DIGEST from information_schema.statements_summary s where s.DIGEST_TEXT like '%select%test_binary%'; 
+------------------------------------------------------------------+--------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
| DIGEST                                                           | DIGEST_TEXT                                                              | QUERY_SAMPLE_TEXT                                                                                    | EXEC_COUNT | PLAN_DIGEST                                                      |
+------------------------------------------------------------------+--------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
| 14bfc516695c75c3345651e76ba3ce7a60fe9af5b5b4e0ae4f61fc59172c6fa3 | select * from `test_binary` where `a` in ( (_charset) ? , (_charset) ? ) | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd', _binary 'A\ufffd\ufffd\uffed') |          1 | 4b0635a4915a1572a3ea0fd7b82ac442b8ec0298d39f71332a39758d569c3ea8 |
| cf7c329dfd3568dd8c79aeb783471fbef8204996f9ef5287ecfa81234d5ce8a6 | select * from `test_binary` where `a` in ( (_charset) ? )                | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd')                                |          1 | b71103cdbdd6de5ddfabb01a15604a9888fb246c09a1cf26f3e7d98a74fd14ac |
+------------------------------------------------------------------+--------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
2 rows in set (0.00 sec)

MySQL [test]> select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd', _binary 'A\ufffd\ufffd\uffed', _binary 'A\ufffd\ufffd\uffdd');
Empty set (0.00 sec)

MySQL [test]> select s.DIGEST ,s.DIGEST_TEXT , s.QUERY_SAMPLE_TEXT , s.EXEC_COUNT , s.PLAN_DIGEST from information_schema.statements_summary s where s.DIGEST_TEXT like '%select%test_binary%'; 
+------------------------------------------------------------------+-----------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
| DIGEST                                                           | DIGEST_TEXT                                                                             | QUERY_SAMPLE_TEXT                                                                                                                   | EXEC_COUNT | PLAN_DIGEST                                                      |
+------------------------------------------------------------------+-----------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
| a2c06a5975b929045cf215cf07cfc2fb3b5dfc5ee0d05163f815d4a252a61e6a | select * from `test_binary` where `a` in ( (_charset) ? , (_charset) ? , (_charset) ? ) | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd', _binary 'A\ufffd\ufffd\uffed', _binary 'A\ufffd\ufffd\uffdd') |          1 | aaf7bf0e11c5df1598811243030ab9e72b3476928807d8d0638b963692147733 |
| 14bfc516695c75c3345651e76ba3ce7a60fe9af5b5b4e0ae4f61fc59172c6fa3 | select * from `test_binary` where `a` in ( (_charset) ? , (_charset) ? )                | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd', _binary 'A\ufffd\ufffd\uffed')                                |          1 | 4b0635a4915a1572a3ea0fd7b82ac442b8ec0298d39f71332a39758d569c3ea8 |
| cf7c329dfd3568dd8c79aeb783471fbef8204996f9ef5287ecfa81234d5ce8a6 | select * from `test_binary` where `a` in ( (_charset) ? )                               | select * from test_binary where a in ( _binary 'A\ufffd\ufffd\ufffd')                                                               |          1 | b71103cdbdd6de5ddfabb01a15604a9888fb246c09a1cf26f3e7d98a74fd14ac |
+------------------------------------------------------------------+-----------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------------------------------------------------------------+
3 rows in set (0.00 sec)

MySQL [test]> 
```

### 2. What did you expect to see? (Required)

A single digest should have been generated as the query is semantically same.

### 3. What did you see instead (Required)

Different digests have been generated for above 3 queries, based on variation in number of elements in ""IN"" clause.

### 4. What is your TiDB version? (Required)

tested on both v6.5 and v7.1, other versions should be the same.

",closed,2024-12-22T04:01:46Z,2025-07-07T02:32:56Z,2025-07-03T03:55:46Z,"['type/bug', 'sig/sql-infra', 'compatibility-breaker', 'severity/minor', 'affects-6.5', 'affects-7.1', 'affects-7.5', 'affects-8.1', 'report/customer', 'affects-8.5']",1,lawrence1223freenew,['xhebox'],,bug,['mysql'],[],True,False,15
2782920864,58871,PD error is not checked in `waitVersionSyncedWithoutMDL`,"## Bug Report

here error is not checked https://github.com/pingcap/tidb/blob/b74eb0f906a73215548c1cf2352c41a802ea37f9/pkg/ddl/schema_version.go#L408

If PD goes wrong here, the error is ignored and continue with `ver=0`. Then It uses `0` to create a snapshot and `latestSchemaVersion` will be `0` too and `updateGlobalVersionAndWaitSynced` will not work.

### 1. Minimal reproduce step (Required)

<!-- a step by step guide for reproducing the bug. -->

### 2. What did you expect to see? (Required)

### 3. What did you see instead (Required)

### 4. What is your TiDB version? (Required)

master

",open,2025-01-13T03:19:39Z,2025-07-07T02:21:38Z,,"['type/bug', 'type/regression', 'affects-6.5', 'affects-7.1', 'component/ddl', 'affects-7.5', 'affects-8.1', 'report/customer', 'affects-8.5']",3,disksing,[],,bug,"['replication', 'pd']",[],False,False,15
3200100495,62200,involvedSchemaInfo is invalid for AlterTableMode and RefreshMeta,"## Bug Report

Please answer these questions before submitting your issue. Thanks!

### 1. Minimal reproduce step (Required)

<!-- a step by step guide for reproducing the bug. -->
there are no explicit set or schema/table name set
https://github.com/pingcap/tidb/blob/339f07ae8f2ba406abc7f4757ffcce918cc86a56/pkg/ddl/executor.go#L7076-L7084
https://github.com/pingcap/tidb/blob/339f07ae8f2ba406abc7f4757ffcce918cc86a56/pkg/ddl/executor.go#L5769-L5777
```
[2025/07/03 16:44:33.813 +00:00] [ERROR] [wait_group_wrapper.go:178] [""panic in the wait group""] [recover=""assert failed, InvolvingSchemaInfo should be like an enumerate type: model.InvolvingSchemaInfo{Database:\""\"", Table:\""\"", Policy:\""\"", ResourceGroup:\""\"", Mode:0}""] [stack=""github.com/pingcap/tidb/pkg/util.(*WaitGroupWrapper).RunWithLog.func1.1
  pkg/util/wait_group_wrapper.go:178
runtime.gopanic
  GOROOT/src/runtime/panic.go:791
github.com/pingcap/tidb/pkg/util/intest.doPanic
  pkg/util/intest/assert_common.go:58
github.com/pingcap/tidb/pkg/util/intest.doAssert
  pkg/util/intest/assert_common.go:30
github.com/pingcap/tidb/pkg/util/intest.Assert
  pkg/util/intest/assert.go:25
github.com/pingcap/tidb/pkg/ddl.(*runningJobs).checkRunnable
  pkg/ddl/ddl_running_jobs.go:166
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).loadAndDeliverJobs
  pkg/ddl/job_scheduler.go:423
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).schedule
  pkg/ddl/job_scheduler.go:333
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).scheduleLoop
  pkg/ddl/job_scheduler.go:268
github.com/pingcap/tidb/pkg/util.(*WaitGroupWrapper).RunWithLog.func1
  pkg/util/wait_group_wrapper.go:181""] [stack=""github.com/pingcap/tidb/pkg/util.(*WaitGroupWrapper).RunWithLog.func1.1
  pkg/util/wait_group_wrapper.go:178
runtime.gopanic
  GOROOT/src/runtime/panic.go:791
github.com/pingcap/tidb/pkg/util/intest.doPanic
  pkg/util/intest/assert_common.go:58
github.com/pingcap/tidb/pkg/util/intest.doAssert
  pkg/util/intest/assert_common.go:30
github.com/pingcap/tidb/pkg/util/intest.Assert
  pkg/util/intest/assert.go:25
github.com/pingcap/tidb/pkg/ddl.(*runningJobs).checkRunnable
  pkg/ddl/ddl_running_jobs.go:166
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).loadAndDeliverJobs
  pkg/ddl/job_scheduler.go:423
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).schedule
  pkg/ddl/job_scheduler.go:333
github.com/pingcap/tidb/pkg/ddl.(*jobScheduler).scheduleLoop
  pkg/ddl/job_scheduler.go:268
github.com/pingcap/tidb/pkg/util.(*WaitGroupWrapper).RunWithLog.func1
  pkg/util/wait_group_wrapper.go:181""]
```

### 2. What did you expect to see? (Required)
success
### 3. What did you see instead (Required)
assert fail
### 4. What is your TiDB version? (Required)
master
<!-- Paste the output of SELECT tidb_version() -->

",open,2025-07-03T17:25:03Z,2025-07-06T13:00:02Z,,"['type/bug', 'severity/major', 'component/ddl']",6,D3Hunter,[],,bug,['pd'],[],False,True,15
3168877397,61946,SELECT reports error in TiDB but not in MySQL,"## Bug Report

Please answer these questions before submitting your issue. Thanks!

### 1. Minimal reproduce step (Required)

```sql
CREATE TABLE t0(c0 DECIMAL UNSIGNED ZEROFILL , c1 NUMERIC , c2 TEXT(310) );
INSERT IGNORE  INTO t0(c2, c0, c1) VALUES (-837020673, 2111813582, 2111813582);


CREATE TABLE t1(c0 decimal(10,0) unsigned zerofill,c1 text COLLATE ""utf8mb4_bin"",c2 text COLLATE ""utf8mb4_bin"");
INSERT INTO t1 SELECT * FROM t0;
SELECT t1.c2, t1.c0, t1.c1 FROM t1 WHERE (CASE 1339410646 WHEN CAST(EXPORT_SET(CEILING((- (t1.c2))), (~ (false)), t1.c0, 0.4071873864608775, t1.c2) AS DATETIME) THEN (CASE 0.8171327018587662 WHEN t1.c0 THEN 'e' ELSE t1.c1 END ) ELSE (('.)')OR('(')) END );
```

<!-- a step by step guide for reproducing the bug. -->

### 2. What did you expect to see? (Required)

SELECT executed successfully

### 3. What did you see instead (Required)

```sql
ERROR 1105 (HY000): strconv.Atoi: parsing ""184467440737095516150"": value out of range
```

### 4. What is your TiDB version? (Required)
```sql
Release Version: v9.0.0-beta.1.pre-640-g24903d6b24
Edition: Community
Git Commit Hash: 24903d6b24674b9a43625ac2d05bf1b033b04407
Git Branch: master
UTC Build Time: 2025-04-27 01:17:32
GoVersion: go1.23.8
Race Enabled: false
Check Table Before Drop: false
Store: tikv 
```



",open,2025-06-23T17:12:12Z,2025-07-06T07:02:41Z,,"['type/bug', 'sig/execution', 'severity/moderate']",2,FullDuplexFish,[],,bug,"['mysql', 'backup', 'tikv']",[],False,True,7
2681482566,57613,br: add table filter for Pitr restore,"## Feature Request

Right now only snapshot backup/restore supports filter, users are asking for PiTR to support it. We only need to add filter for log restore and not log backup.

Need to consider table rename corner cases
1. table renamed into the filter during log replay should be kept after restore
2. table renamed out of filter range during log replay should be dropped after restore
3. Should naturally works with insertGCRow, repairIndex and TiFlash
4. Partitions exchanged across the filter boundary should not be supported and will error out

This issue now becomes a covering issue for multiple other functionalities including:
1. Online filtered restore: need to refresh schema change by tables and not full load otherwise can freeze DDL op for the entire cluster.
2. Parallel restore: to allow multiple restore tasks with disjoint filters to proceed at the same time
3. Log backup compatibility: allow log backup turned on while doing PiTR
4. Better scheduler control: only set on tables that are going to restore instead of all.

### Tasks:
  - [x] https://github.com/pingcap/tidb/pull/58112 
  - [x] https://github.com/pingcap/kvproto/pull/1294
  - [x] https://github.com/pingcap/tidb/pull/57394
  - [x] https://github.com/pingcap/tidb/pull/59683
  - [x] https://github.com/pingcap/tidb/pull/59678
  - [x] https://github.com/pingcap/tidb/pull/59109
  - [x] https://github.com/pingcap/tidb/pull/59359
  - [x] https://github.com/pingcap/tidb/pull/59281 (depends on https://github.com/pingcap/tidb/pull/59009 and https://github.com/pingcap/tidb/pull/60837)
  - [x] ddl support to drop tables in restore mode https://github.com/pingcap/tidb/pull/61451
  - [x] https://github.com/pingcap/tidb/pull/61238
  - [x] https://github.com/pingcap/tidb/pull/61278
  - [x] https://github.com/pingcap/tidb/pull/58724
  - [x] https://github.com/pingcap/tidb/pull/61108
  - [x] https://github.com/pingcap/tidb/pull/61819
  - [x] https://github.com/pingcap/tidb/pull/61977
### Bugfixes
  - [x] https://github.com/pingcap/tidb/pull/60023
  - [x] https://github.com/pingcap/tidb/pull/60202
  - [x] https://github.com/pingcap/tidb/pull/61225
  - [x] https://github.com/pingcap/tidb/pull/61366
  - [x] https://github.com/pingcap/tidb/pull/61631
  - [x] https://github.com/pingcap/tidb/pull/61734
  - [x] https://github.com/pingcap/tidb/pull/61610
  - [x] https://github.com/pingcap/tidb/pull/61941
  - [x] https://github.com/pingcap/tidb-operator/pull/6267

",open,2024-11-22T01:24:10Z,2025-07-06T06:04:45Z,,"['type/feature-request', 'component/br', 'affects-8.5']",0,Tristan1900,[],,other,"['mysql', 'backup', 'tiflash', 'pd']",[],False,False,3
3205776267,62229,allow ALTER TABLE COMPRESSION=NONE,"## Enhancement

Currently COPMRESSION clause in create table is parsed bug ignored.
https://docs.pingcap.com/tidb/stable/sql-statement-create-table/

> The following table_options are supported. Other options such as AVG_ROW_LENGTH, CHECKSUM, COMPRESSION, CONNECTION, DELAY_KEY_WRITE, ENGINE, KEY_BLOCK_SIZE, MAX_ROWS, MIN_ROWS, ROW_FORMAT and STATS_PERSISTENT are parsed but ignored.

but we restricted ALTER table clause.
https://docs.pingcap.com/tidb/stable/sql-statement-alter-table/

```
: TiDB 8.1.2
mysql> CREATE TABLE t1 (id int) COMPRESSION=""NONE"";
Query OK, 0 rows affected (0.13 sec)

mysql> ALTER TABLE t1 COMPRESSION=""None"";
ERROR 8200 (HY000): This type of ALTER TABLE is currently unsupported
```

I'd like to allow only ALTER TABLE COMPRESSION=""NONE""
",open,2025-07-05T23:14:46Z,2025-07-05T23:15:09Z,,['type/enhancement'],0,takaidohigasi,[],,enhancement,['mysql'],[],False,True,1
2477521480,55568,"Use ""Tencent Cloud Object Storage"" for Restore Data from S3-Compatible Storage Fail","## Bug Report

Please answer these questions before submitting your issue. Thanks!

### 1. Minimal reproduce step (Required)
Use ""Tencent Cloud Object Storage"" for Restore Data from S3-Compatible Storage Using BR

<!-- a step by step guide for reproducing the bug. -->

### 2. What did you expect to see? (Required)
It will be Normal

### 3. What did you see instead (Required)
<Code>PathStyleDomainForbidden</Code>
<Message>The bucket you are attempting to access must be addressed using COS virtual-styled domain.</Message>

### 4. What is your TiDB version? (Required)
8.1.0

### 5.How to fix
br/pkg/storage/s3.go #L175
Need add if options.Provider == ""tencent"" use options.ForcePathStyle = false
",open,2024-08-21T09:17:03Z,2025-07-05T21:30:13Z,,"['type/bug', 'help wanted', 'severity/major', 'component/br', 'affects-8.1', 'affects-8.5']",2,shezhangjun,[],,bug,"['cloud', 'backup', 'tikv']",[],False,False,10
